,Sample Name,Vultologist,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Sex,Age Range,Geography,Ethnicity,R1 Rigid Posture,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions,sum,Lead Energetic,Quadra
245,Isaac,Juan E. Sandoval,tine,i---,guarded,2.0,low,low,male,2000s,north_america,white/european,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,4.0,2.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,7.0,7.0,0.0,0.0,7.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,7.0,4.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,140.0,Ji,Alpha
246,Thales,Juan E. Sandoval,tine,i---,unguarded,2.0,low,high,male,1990s,latin_america,hispanic/latino,4.0,4.0,2.0,4.0,7.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,4.0,7.0,0.0,2.0,7.0,0.0,2.0,0.0,4.0,2.0,4.0,4.0,0.0,7.0,4.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,4.0,173.0,Ji,Alpha
247,Reese Regan,Juan E. Sandoval,sefi,i---,guarded,0.0,low,low,female,2000s,north_america,white/european,2.0,0.0,2.0,0.0,0.0,4.0,7.0,2.0,4.0,4.0,4.0,2.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,7.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,7.0,4.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,136.0,Pe,Gamma
248,Paul Adefarasin,Juan E. Sandoval,fesi,i---,guarded,0.0,low,low,male,1960s,sub-sahara_africa,black/african,4.0,4.0,7.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,7.0,7.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,7.0,2.0,7.0,7.0,7.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,7.0,4.0,175.0,Je,Alpha
249,Aushra Augusta,Juan E. Sandoval,teni,ii--,guarded,0.0,medium,low,female,1910s,eastern_europe,white/european,7.0,2.0,7.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,4.0,7.0,7.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,193.0,Je,Gamma
250,Nicole Hause,Peter Foy,nefi,i--i,unguarded,0.0,medium,medium,female,1990s,north_america,white/european,0.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,7.0,7.0,4.0,2.0,4.0,7.0,2.0,4.0,7.0,4.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,7.0,2.0,0.0,4.0,2.0,4.0,4.0,7.0,4.0,2.0,0.0,0.0,0.0,154.0,Pe,Delta
251,David McDonald,Juan E. Sandoval,tine,i---,unguarded,2.0,low,low,male,-1,western_europe,white/european,4.0,4.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,4.0,2.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,4.0,7.0,2.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,7.0,7.0,4.0,0.0,4.0,4.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,4.0,160.0,Ji,Alpha
252,Jamila Musayeva,Juan E. Sandoval,tise,i---,unguarded,0.0,low,low,female,-1,western_europe,white/european,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,7.0,2.0,7.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,2.0,7.0,0.0,7.0,7.0,4.0,0.0,4.0,2.0,7.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,153.0,Ji,Beta
253,Wenzes,Juan E. Sandoval,teni,i---,guarded,2.0,low,low,female,-1,-1,-1,4.0,7.0,7.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,7.0,0.0,4.0,4.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,7.0,2.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,4.0,157.0,Je,Gamma
254,Sharon Gannon,Juan E. Sandoval,fise,i--i,unguarded,0.0,low,low,female,1950s,north_america,white/european,7.0,7.0,4.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,2.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,2.0,2.0,167.0,Ji,Gamma
255,Clay Arnall,Sierra Schwartz,teni,i-ii,guarded,0.0,low,low,male,-1,north_america,white/european,7.0,4.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,2.0,4.0,7.0,2.0,4.0,4.0,2.0,2.0,0.0,2.0,0.0,4.0,7.0,4.0,7.0,7.0,4.0,4.0,2.0,2.0,4.0,7.0,4.0,4.0,4.0,2.0,7.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,7.0,7.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,221.0,Je,Gamma
256,Robert A. Wilson,Juan E. Sandoval,nite,i---,guarded,0.0,low,low,male,1930s,north_america,white/european,0.0,0.0,2.0,0.0,0.0,4.0,7.0,2.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,7.0,2.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,2.0,4.0,7.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,129.0,Pi,Gamma
257,Rampal Ji Maharaj,Juan E. Sandoval,nite,i---,guarded,3.0,high,low,male,1950s,south_asia,indo-aryan,0.0,0.0,2.0,2.0,0.0,7.0,7.0,0.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,7.0,7.0,4.0,0.0,7.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,4.0,0.0,7.0,7.0,7.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,148.0,Pi,Gamma
258,Jade Tan-Holmes,Juan E. Sandoval,nefi,i-i-,unguarded,0.0,low,low,female,1990s,australia/new_zeland,other/unknown,4.0,2.0,4.0,2.0,0.0,2.0,2.0,4.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,0.0,2.0,0.0,0.0,2.0,4.0,7.0,7.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,7.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,4.0,2.0,0.0,7.0,7.0,4.0,4.0,7.0,0.0,0.0,0.0,186.0,Pe,Delta
259,Katherine Heigl,Calin Copil,teni,i-i-,unguarded,0.0,low,low,female,1970s,north_america,white/european,7.0,7.0,7.0,7.0,7.0,0.0,2.0,4.0,7.0,0.0,2.0,7.0,4.0,4.0,7.0,0.0,2.0,2.0,2.0,2.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,0.0,2.0,2.0,7.0,4.0,7.0,4.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,7.0,4.0,2.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,7.0,0.0,4.0,2.0,215.0,Je,Gamma
260,Les Carter,Juan E. Sandoval,teni,i---,guarded,2.0,low,low,male,1950s,north_america,white/european,4.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,2.0,2.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,151.0,Je,Gamma
261,Ramani Durvasula,Juan E. Sandoval,teni,i-i-,guarded,0.0,low,low,female,1960s,north_america,indo-aryan,4.0,4.0,7.0,4.0,7.0,4.0,2.0,4.0,2.0,0.0,4.0,0.0,4.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,2.0,7.0,7.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,7.0,4.0,7.0,7.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,183.0,Je,Gamma
262,Sam Vaknin,Juan E. Sandoval,teni,i---,guarded,0.0,,,male,1960s,middle_east/north_africa,jewish,4.0,7.0,7.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,4.0,2.0,0.0,7.0,7.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,7.0,4.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,7.0,4.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,7.0,170.0,Je,Gamma
263,Steven Tyler,Sierra Schwartz,neti,i-i-,guarded,0.0,low,low,male,1940s,north_america,white/european,0.0,2.0,4.0,2.0,0.0,7.0,4.0,4.0,4.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,4.0,7.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,2.0,2.0,0.0,4.0,4.0,4.0,205.0,Pe,Alpha
264,Howard the Printer,Juan E. Sandoval,site,i---,guarded,0.0,low,low,male,-1,north_america,white/european,4.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,7.0,4.0,2.0,0.0,0.0,4.0,0.0,4.0,7.0,4.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.0,Pi,Delta
265,Melissa Dougherty,Sierra Schwartz,feni,i-i-,guarded,0.0,low,low,female,1980s,north_america,white/european,7.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,7.0,7.0,2.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,7.0,4.0,4.0,7.0,4.0,7.0,7.0,4.0,0.0,7.0,4.0,4.0,4.0,7.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,7.0,2.0,204.0,Je,Beta
266,ButHa,Juan E. Sandoval,neti,i-i-,unguarded,0.0,low,low,male,-1,north_america,white/european,0.0,0.0,4.0,2.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,149.0,Pe,Alpha
267,Olivia Rodrigo,Juan E. Sandoval,sefi,ii--,unguarded,0.0,low,low,female,2000s,north_america,other/unknown,4.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,4.0,2.0,2.0,4.0,2.0,7.0,4.0,7.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,4.0,4.0,7.0,0.0,0.0,0.0,150.0,Pe,Gamma
268,Gerald Edelman,Calin Copil,sife,i---,guarded,2.0,low,,male,1920s,north_america,jewish,0.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,7.0,7.0,4.0,2.0,7.0,2.0,2.0,2.0,4.0,4.0,0.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,4.0,2.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,145.0,Pi,Alpha
269,Carolyn Elliott,Juan E. Sandoval,teni,i-ii,unguarded,0.0,low,low,female,-1,north_america,white/european,4.0,7.0,4.0,4.0,7.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,0.0,2.0,2.0,7.0,7.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,7.0,7.0,7.0,4.0,2.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,7.0,4.0,7.0,7.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,202.0,Je,Gamma
270,Gervonta Davis,Calin Copil,seti,i---,guarded,0.0,,low,male,1990s,north_america,black/african,0.0,0.0,0.0,4.0,0.0,7.0,7.0,7.0,4.0,2.0,7.0,4.0,4.0,7.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,4.0,4.0,7.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,7.0,4.0,7.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,169.0,Pe,Beta
271,Hania Rani,Peter Foy,tine,ii-i,unguarded,0.0,,low,female,1990s,eastern_europe,white/european,7.0,7.0,4.0,4.0,7.0,2.0,0.0,2.0,4.0,2.0,4.0,7.0,4.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,4.0,4.0,7.0,7.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,7.0,4.0,4.0,7.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,4.0,4.0,7.0,4.0,7.0,2.0,4.0,7.0,2.0,0.0,0.0,0.0,215.0,Ji,Alpha
272,Torie Bosch,Juan E. Sandoval,nefi,iii-,unguarded,0.0,low,low,female,1980s,north_america,white/european,2.0,2.0,4.0,0.0,0.0,4.0,4.0,7.0,4.0,4.0,7.0,4.0,7.0,2.0,7.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,7.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,164.0,Pe,Delta
273,Marisa LaBlue,Juan E. Sandoval,sefi,i---,unguarded,1.0,medium,low,female,2000s,north_america,hispanic/latino,0.0,0.0,4.0,2.0,0.0,4.0,7.0,7.0,4.0,2.0,7.0,4.0,7.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,7.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,7.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,130.0,Pe,Gamma
274,Shohreh Aghdashloo,Calin Copil,feni,i---,unguarded,0.0,low,low,female,-1,-1,-1,4.0,4.0,7.0,7.0,4.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,7.0,7.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,7.0,7.0,4.0,2.0,7.0,7.0,0.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,7.0,7.0,2.0,0.0,4.0,2.0,199.0,Je,Beta
275,Avicii,Sierra Schwartz,sefi,i---,guarded,2.0,low,low,male,1980s,western_europe,white/european,0.0,0.0,2.0,2.0,2.0,7.0,4.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,4.0,0.0,2.0,0.0,7.0,7.0,4.0,4.0,7.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,4.0,7.0,4.0,7.0,0.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,4.0,202.0,Pe,Gamma
276,Joe Dispenza,Juan E. Sandoval,feni,i-i-,unguarded,1.0,low,low,male,1960s,north_america,white/european,4.0,2.0,4.0,7.0,7.0,4.0,4.0,4.0,4.0,0.0,2.0,2.0,7.0,4.0,2.0,2.0,0.0,4.0,2.0,2.0,4.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,7.0,2.0,7.0,7.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,7.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,2.0,4.0,201.0,Je,Beta
277,Marina Abramovic,Juan E. Sandoval,fise,i---,guarded,0.0,medium,low,female,1940s,eastern_europe,white/european,7.0,4.0,2.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,7.0,4.0,7.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,143.0,Ji,Gamma
278,Brett Cooper,Juan E. Sandoval,teni,i-i-,guarded,0.0,low,low,female,2000s,north_america,other/unknown,2.0,2.0,7.0,7.0,2.0,2.0,2.0,4.0,0.0,2.0,7.0,2.0,4.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,4.0,7.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,7.0,0.0,2.0,4.0,7.0,4.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,7.0,2.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,7.0,2.0,159.0,Je,Gamma
279,James Lindsay,Peter Foy,tesi,i---,guarded,1.0,,,male,1970s,north_america,white/european,7.0,7.0,4.0,2.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,4.0,7.0,7.0,4.0,7.0,7.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,4.0,4.0,4.0,7.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,7.0,170.0,Je,Delta
280,Mike Holtz,Calin Copil,nefi,i-i-,guarded,0.0,low,low,male,-1,north_america,white/european,0.0,0.0,2.0,4.0,0.0,4.0,4.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,2.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,7.0,7.0,7.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,192.0,Pe,Delta
281,Julian Gewirtz,Juan E. Sandoval,teni,i---,unguarded,0.0,medium,low,male,1990s,north_america,other/unknown,7.0,4.0,4.0,7.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,4.0,4.0,7.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,7.0,4.0,4.0,7.0,2.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,7.0,4.0,0.0,7.0,2.0,7.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,144.0,Je,Gamma
